Route_Name,Route_Link,Bus_Name,Bus_Type,Departure_Time,Duration,Starting_Time,Star_Rating,Price,Seat_Availability,Source File
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,09h 30m,04:00,3.8,INR 555,34 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,08h 30m,03:15,2.3,INR 556,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 00m,04:00,3.6,INR 555,34 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 15m,04:15,3.9,INR 555,32 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,11h 30m,07:00,3.5,INR 602,14 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,10h 15m,05:45,3.4,INR 555,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,09h 00m,04:40,3.3,INR 556,32 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,09h 05m,04:50,4.3,INR 555,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,09h 05m,04:55,3.3,INR 605,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5906,INDRA(A.C. Seater),20:00,09h 30m,05:30,4.3,INR 671,19 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,09h 20m,05:35,4.1,INR 555,19 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,07h 45m,04:15,3.8,INR 855,41 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,10h 30m,07:00,4.0,INR 624,20 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,09h 00m,05:30,3.7,INR 555,28 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,08h 45m,05:25,4.0,INR 555,29 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,08h 05m,04:50,4.1,INR 555,28 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 58231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,08h 55m,05:45,4.5,INR 555,28 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,08h 15m,05:15,4.6,INR 555,23 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5902,STAR LINER(NON-AC SLEEPER 2+1),21:00,08h 39m,05:39,4.4,INR 719,8 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48604,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,08h 05m,05:05,4.3,INR 852,40 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 45902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,09h 20m,06:30,4.5,INR 555,32 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5958,STAR LINER(NON-AC SLEEPER 2+1),21:15,08h 10m,05:25,4.4,INR 719,8 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5920,VENNELA (A.C. SLEEPER),21:15,08h 10m,05:25,3.9,INR 992,6 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48601,INDRA(A.C. Seater),21:20,07h 35m,04:55,4.1,INR 671,34 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,08h 25m,05:45,4.0,INR 555,23 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5904,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),21:25,08h 05m,05:30,4.7,INR 852,36 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 9228,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,08h 20m,06:10,3.7,INR 555,31 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5379,INDRA(A.C. Seater),22:00,07h 50m,05:50,4.1,INR 671,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5974,STAR LINER(NON-AC SLEEPER 2+1),22:00,08h 25m,06:25,4.6,INR 719,7 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5726,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,08h 05m,06:15,3.6,INR 555,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,08h 30m,06:15,4.5,INR 500,17 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Vikram Travels,A/C Seater / Sleeper (2+1),21:55,07h 35m,05:30,4.5,INR 539,31 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Pspk Bus,Non A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,4.4,405,19 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,08h 15m,05:45,4.2,INR 939,13 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,08h 15m,05:45,4.1,INR 1000,20 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,3.9,INR 500,24 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,3.9,INR 580,31 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,3.5,INR 500,32 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Chandu Travels,A/C Sleeper (2+1),22:00,07h 45m,05:45,3.9,741,24 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,IntrCity SmartBus,A/C Sleeper (2+1),23:55,05h 55m,05:50,4.9,INR 919,13 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,08h 00m,05:30,3.9,INR 800,16 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,NON AC Seater / Sleeper 2+1,21:00,08h 30m,05:30,4.1,INR 750,18 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,08h 00m,05:30,3.8,INR 900,20 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),21:10,08h 50m,06:00,3.6,INR 470,34 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:35,07h 40m,06:15,3.7,INR 486,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,A/C Sleeper (2+1),22:00,08h 15m,06:15,3.7,INR 900,18 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:00,07h 15m,05:15,3.6,INR 390,24 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,07h 30m,04:30,3.6,INR 1000,19 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:45,07h 55m,05:40,3.4,INR 600,37 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,VV Vinayak Travels,A/C Sleeper (2+1),22:15,07h 45m,06:00,3.4,INR 964,17 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,New Slnst Travels,A/C Sleeper (2+1),22:00,07h 45m,05:45,4.4,854,19 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,3.4,INR 500,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,08h 40m,05:40,3.3,INR 500,18 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,KMBT Travels,NON A/C Hi-Tech Push Back (2+2),21:40,07h 50m,05:30,3.6,475,30 Seats available,apsrtc_bus_details.csv
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Cherry tours&travels,Non A/C Seater / Sleeper (2+1),21:50,08h 10m,06:00,4.0,475,20 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 5815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,07h 40m,02:30,3.7,INR 435,7 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4529,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,07h 15m,04:00,3.8,INR 427,23 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,07h 15m,04:00,3.7,INR 427,24 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 5831,INDRA(A.C. Seater),21:00,06h 50m,03:50,4.2,INR 526,20 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4515,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,06h 50m,04:30,4.0,INR 427,12 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,06h 40m,04:20,3.4,INR 427,34 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4448,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,07h 00m,05:00,4.0,INR 427,23 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4546,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06h 35m,04:35,4.1,INR 427,27 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4556,INDRA(A.C. Seater),22:00,06h 10m,04:10,3.9,INR 526,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4484,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,07h 00m,05:15,4.3,INR 427,22 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,APSRTC - 4573,STAR LINER(NON-AC SLEEPER 2+1),22:15,06h 45m,05:00,4.3,INR 553,4 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 10m,04:10,3.9,INR 500,19 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 45m,04:15,3.5,INR 500,24 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,06h 30m,04:00,4.4,INR 900,22 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 15m,04:45,4.4,INR 500,32 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Pspk Bus,Non A/C Seater / Sleeper (2+1),21:30,06h 40m,04:10,4.7,INR 450,19 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kaveri Travels,A/C Seater / Sleeper (2+1),21:30,07h 10m,04:40,4.1,INR 580,31 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,07h 00m,04:30,3.1,INR 500,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,06h 30m,04:00,4.1,INR 800,16 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Vikram sri krishna travels,A/C Sleeper (2+1),21:45,06h 45m,04:30,3.8,INR 660,12 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,07h 15m,05:00,3.5,INR 449,34 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,PALURI GOWTHAMI TOURS AND TRAVELS,A/c sleeper (2+1),21:50,06h 55m,04:45,4.7,INR 699,20 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Modern Travels,A/C Sleeper (2+1),22:00,06h 20m,04:20,3.1,INR 599,21 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 50m,04:50,3.6,INR 390,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kundana Travels,NON A/C Seater (2+2),22:00,06h 50m,04:50,3.8,INR 399,24 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,PALURI GOWTHAMI TOURS AND TRAVELS,A/C Sleeper (2+1),22:00,06h 45m,04:45,4.8,INR 589,23 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Pragathi Travels,NON A/C Push Back (2+2),22:00,06h 30m,04:30,3.8,INR 880,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Pragathi Travels,A/C Sleeper (2+1),22:00,06h 40m,04:40,3.3,INR 699,20 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SBR Travels,NON A/C Sleeper (2+1),22:10,06h 40m,04:50,3.9,INR 580,16 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VSN Travels,A/C Sleeper (2+1),22:10,05h 45m,03:55,3.6,INR 649,18 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VV Vinayak Travels,A/C Sleeper (2+1),22:15,06h 45m,05:00,3.9,INR 964,28 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Siva Sai Balaji Tours and Travels,A/C Seater / Sleeper (2+1),22:25,06h 00m,04:25,3.8,INR 499,27 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,SVR Bus,Non A/C Seater / Sleeper (2+1),22:30,06h 05m,04:35,3.7,INR 399,29 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Kundana Travels,NON A/C Seater (2+2),22:30,06h 10m,04:40,3.1,INR 399,16 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Harshita Tours And Travels,NON A/C Sleeper (2+1),22:30,06h 00m,04:30,4.6,INR 599,12 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Siva Sai Balaji Tours and Travels,Non A/C Seater / Sleeper (2+1),22:30,05h 55m,04:25,3.9,INR 499,22 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,JSR Bus Tours & Travels,Non A/C Seater / Sleeper (2+1),22:30,06h 00m,04:30,3.8,INR 399,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,KARTHIKEYA TOURS AND TRAVELS,A/C Sleeper (2+1),22:30,06h 10m,04:40,4.6,INR 599,17 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Lakshmi Gayatri Travels,NON A/C Hi-Tech (2+2),22:30,06h 00m,04:30,3.1,INR 399,28 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:35,06h 25m,05:00,3.6,INR 486,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Narasaraopet,https://www.redbus.in/bus-tickets/hyderabad-to-narsaraopet,Morning Star Travels,A/C Sleeper (2+1),23:25,04h 55m,04:20,3.8,INR 590,8 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Siva Sai Balaji Tours and Travels,A/C Seater / Sleeper (2+1),22:30,06h 00m,04:30,3.9,INR 899,2 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRKT Travels,Non A/C Seater / Sleeper (2+1),22:40,05h 35m,04:15,3.6,INR 900,9 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:45,07h 10m,05:55,3.8,INR 990,10 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 30m,05:30,3.0,INR 890,17 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SVR Bus,Non A/C Seater / Sleeper (2+1),23:05,05h 40m,04:45,4.2,INR 660,24 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Sai Vijetha Travels,Non A/C Seater / Sleeper (2+1),23:35,06h 40m,06:15,3.4,INR 890,4 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kaveri Travels,A/C Seater / Sleeper (2+1),23:35,05h 40m,05:15,4.1,INR 990,18 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:50,05h 30m,05:20,4.6,INR 780,3 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Mozo travels,A/C Seater / Sleeper (2+1),23:55,05h 35m,05:30,3.4,INR 950,8 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:45,07h 15m,06:00,2.9,INR 849,7 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Pspk Bus,Non A/C Seater / Sleeper (2+1),23:30,05h 00m,04:30,4.1,1150,4 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:00,07h 00m,06:00,2.8,INR 1055,2 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),23:10,05h 50m,05:00,2.8,INR 799,3 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,SRI MARUTHI TRAVELS,A/C Seater / Sleeper (2+1),23:10,05h 50m,05:00,2.8,INR 899,2 Seats available,apsrtc_bus_details.csv
Narasaraopet to Hyderabad,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Sri Sivanjali Bus,Non A/C Seater / Sleeper (2+1),23:10,05h 50m,05:00,2.9,INR 800,13 Seats available,apsrtc_bus_details.csv
Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 5985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,08h 15m,03:15,2.9,INR 467,25 Seats available,apsrtc_bus_details.csv
Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 5968,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,07h 45m,03:30,3.7,INR 467,33 Seats available,apsrtc_bus_details.csv
Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 4585,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,09h 00m,05:00,4.2,INR 467,26 Seats available,apsrtc_bus_details.csv
Hyderabad to Vinukonda,https://www.redbus.in/bus-tickets/hyderabad-to-vinukonda,APSRTC - 5939,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,07h 40m,03:50,4.0,INR 464,33 Seats available,apsrtc_bus_details.csv
