Route_Name,Route_Link,Bus_Name,Bus_Type,Departure_Time,Duration,Starting_Time,Star_Rating,Price,Seat_Availability,Source File
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),18:00,10h 30m,04:30,4.6,570,23 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),17:30,10h 30m,04:00,3.9,650,24 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,MAHARATHI TRANSPORT,NON A/C Seater (2+1),21:15,08h 45m,06:00,3.9,513,27 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Swapna Super(Under ASTC),Non AC Seater (2+1),16:30,10h 30m,03:00,3.9,540,26 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),20:30,09h 05m,05:35,3.8,525,28 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:30,09h 15m,05:45,3.3,575,31 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Drishti Travels,NON A/C Seater (2+1),17:30,10h 30m,04:00,1.9,INR 600,24 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,GURUNANAK TRAVELS,NON A/C Seater (2+1),19:00,10h 00m,05:00,3.6,INR 600,29 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),20:40,09h 30m,06:10,3.6,525,29 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Island Travels (Under ASTC),Non AC Seater (2+1),18:00,09h 00m,03:00,2.4,500,23 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Drishti Travels,NON A/C Seater (2+1),16:30,12h 00m,04:30,1.9,INR 600,32 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Sylvan DEE Transport,Non AC Seater (2+1),18:15,11h 30m,05:45,3.0,INR 600,31 Seats available,assam_bus_details.csv
Guwahati to North Lakhimpur,https://www.redbus.in/bus-tickets/guwahati-to-north-lakhimpur,Kalyan Service,NON A/C Seater (2+1),16:45,10h 15m,03:00,2.6,INR 600,30 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,ANIRUDDHA TRAVELS,Non A/C Seater / Sleeper (2+1),18:15,09h 45m,04:00,4.0,570,16 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Puja Transport,NON AC Seater / Sleeper 2+1,18:30,10h 30m,05:00,3.1,594,21 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,SANJEEBANI TRAVELS,NON AC Seater / Sleeper 2+1,17:00,10h 00m,03:00,3.3,INR 600,17 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,KIRTI TRAVELS,NON A/C Seater/ Sleeper (2+1),17:30,11h 30m,05:00,3.9,INR 550,23 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,J.S. Travels,Non AC Seater (2+1),17:30,10h 30m,04:00,2.0,INR 600,29 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Puja Transport,Non AC Seater (2+2),17:30,10h 30m,04:00,3.1,585,22 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Neha Travels,NON A/C Sleeper (2+1),15:00,12h 15m,03:15,2.9,INR 700,24 Seats available,assam_bus_details.csv
Tinsukia to Tezpur,https://www.redbus.in/bus-tickets/tinsukia-to-tezpur,Neha Travels,Non A/C Seater / Sleeper (2+1),15:45,10h 15m,02:00,2.9,INR 750,21 Seats available,assam_bus_details.csv
Dibrugarh to Biswanath Charali,https://www.redbus.in/bus-tickets/dibrugarh-to-biswanath-charali,Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,09h 20m,05:00,3.3,INR 600,31 Seats available,assam_bus_details.csv
Balmiki Nagar (bihar) to Patna (Bihar),https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna,Bihar state road transport corporation (BSRTC) - 178820,Non AC Seater (2+2),13:30,32h 36m,22:06,4.1,INR 403,41 Seats available,bihar_bus_details.csv
Balmiki Nagar (bihar) to Patna (Bihar),https://www.redbus.in/bus-tickets/balmiki-nagar-bihar-to-patna,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),18:30,10h 30m,05:00,3.0,INR 500,16 Seats available,bihar_bus_details.csv
Patna (Bihar) to Balmiki Nagar (bihar),https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),20:00,10h 00m,06:00,2.1,INR 500,18 Seats available,bihar_bus_details.csv
Patna (Bihar) to Balmiki Nagar (bihar),https://www.redbus.in/bus-tickets/patna-to-balmiki-nagar-bihar,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),22:40,08h 20m,07:00,1.8,INR 450,28 Seats available,bihar_bus_details.csv
Patna (Bihar) to Katihar,https://www.redbus.in/bus-tickets/patna-to-katihar,Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,09h 05m,06:30,3.5,INR 468,29 Seats available,bihar_bus_details.csv
Patna (Bihar) to Katihar,https://www.redbus.in/bus-tickets/patna-to-katihar,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,09h 05m,06:05,1.4,INR 800,17 Seats available,bihar_bus_details.csv
Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Travel Point World LLP,A/C Seater / Sleeper (2+2),18:20,16h 30m,10:50,1.3,INR 1999,36 Seats available,bihar_bus_details.csv
Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Rajdhani Express,A/C Seater / Sleeper (2+2),16:00,17h 00m,09:00,1.1,INR 1691,22 Seats available,bihar_bus_details.csv
Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Maa kali Travels,A/C Seater / Sleeper (2+2),14:55,17h 50m,08:45,1.5,INR 399,14 Seats available,bihar_bus_details.csv
Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),17:35,18h 14m,11:49,1.0,INR 1499,1 Seat available,bihar_bus_details.csv
Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+2),18:30,16h 30m,11:00,1.3,INR 1999,58 Seats available,bihar_bus_details.csv
Motihari to Delhi,https://www.redbus.in/bus-tickets/motihari-to-delhi,PURWANCHAL EXPRESS,A/C Seater / Sleeper (2+2),15:00,18h 00m,09:00,1.0,INR 2001,30 Seats available,bihar_bus_details.csv
Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,Travel Point World LLP,A/C Seater / Sleeper (2+2),14:30,16h 30m,07:00,1.9,INR 2499,44 Seats available,bihar_bus_details.csv
Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,Travel Point World LLP,A/C Seater / Sleeper (2+2),16:00,16h 01m,08:01,1.2,INR 2499,46 Seats available,bihar_bus_details.csv
Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,New India Bus Service,A/C Seater / Sleeper (2+2),15:30,17h 30m,09:00,1.0,INR 2099,24 Seats available,bihar_bus_details.csv
Delhi to Motihari,https://www.redbus.in/bus-tickets/delhi-to-motihari,PURWANCHAL EXPRESS,A/C Seater / Sleeper (2+2),14:00,19h 00m,09:00,1.0,INR 1999,39 Seats available,bihar_bus_details.csv
Patna (Bihar) to Kathmandu,https://www.redbus.in/bus-tickets/patna-to-kathmandu,V.I.P Travels,A/C Seater Hi-Tech Push Back (2+2),13:15,16h 15m,05:30,3.8,INR 1300,2 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),18:00,10h 00m,04:00,4.5,INR 484,28 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Pawapuri Motors,A/C Seater / Sleeper (2+1),17:30,09h 30m,03:00,2.6,INR 750,14 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),19:00,07h 30m,02:30,2.3,INR 800,4 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,AC Sleeper (2+1),18:45,08h 40m,03:25,2.3,INR 1799,2 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,A/C Sleeper (2+1),19:05,08h 55m,04:00,2.3,INR 1049,1 Seat available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/muzaffarpur-to-hazaribagh,Tejas Maa Bhawani,Non AC Seater (2+2),18:30,08h 00m,02:30,2.3,INR 599,2 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),18:00,12h 00m,06:00,3.9,INR 605,28 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Pawapuri Motors,A/C Seater / Sleeper (2+1),17:30,12h 15m,05:45,3.4,INR 800,14 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),18:10,10h 15m,04:25,3.4,INR 1100,30 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Jai Mata Di Tour and Travels,AC Seater (2+2),17:45,11h 00m,04:45,3.7,INR 750,21 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,JGD Travels Pvt Ltd.,A/C Seater / Sleeper (2+1),18:30,09h 50m,04:20,3.7,INR 1000,45 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),19:15,10h 45m,06:00,2.3,INR 800,25 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),18:00,10h 30m,04:30,2.2,INR 1000,23 Seats available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Tejas Maa Bhawani,A/C Sleeper (2+1),19:05,10h 55m,06:00,1.9,INR 1049,1 Seat available,bihar_bus_details.csv
Muzaffarpur (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/muzaffarpur-to-ranchi,Tejas Maa Bhawani,AC Sleeper (2+1),18:45,11h 15m,06:00,1.9,INR 1799,2 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),20:55,10h 35m,07:30,3.4,INR 605,21 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),20:35,09h 40m,06:15,3.4,INR 1100,9 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),19:15,11h 15m,06:30,2.2,INR 700,4 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),18:15,11h 15m,05:30,2.7,800,8 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Tejas Maa Bhawani,A/C Sleeper (2+1),18:29,10h 46m,05:15,1.3,INR 900,2 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Jai Mata Di Tour and Travels,AC Seater (2+2),20:00,09h 00m,05:00,2.1,INR 1100,3 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Tejas Maa Bhawani,Non AC Seater (2+2),18:25,11h 05m,05:30,1.9,INR 599,2 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Sri Krishna Rath,A/C Semi Sleeper / Sleeper (2+2),02:00,10h 00m,12:00,1.0,INR 800,22 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:15,12h 00m,09:15,1.0,INR 999,24 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),20:35,12h 00m,08:35,1.0,1100,62 Seats available,bihar_bus_details.csv
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),22:30,10h 00m,08:30,1.0,INR 900,26 Seats available,bihar_bus_details.csv
Patna (Bihar) to Raxaul,https://www.redbus.in/bus-tickets/patna-to-raxaul,Bihar state road transport corporation (BSRTC) - 179471,A/C Seater Hi-Tech Push Back (2+2),21:20,05h 40m,03:00,3.8,INR 340,38 Seats available,bihar_bus_details.csv
Patna (Bihar) to Raxaul,https://www.redbus.in/bus-tickets/patna-to-raxaul,Sree Balaji Travels,A/C Seater / Sleeper (2+2),19:30,08h 00m,03:30,1.0,INR 500,4 Seats available,bihar_bus_details.csv
Patna (Bihar) to Raxaul,https://www.redbus.in/bus-tickets/patna-to-raxaul,Sree Balaji Travels,A/C Seater / Sleeper (2+2),21:00,08h 00m,05:00,1.0,INR 500,24 Seats available,bihar_bus_details.csv
Patna (Bihar) to Raxaul,https://www.redbus.in/bus-tickets/patna-to-raxaul,Jai Hanuman Travels,A/C Seater / Sleeper (2+2),22:00,07h 00m,05:00,2.6,INR 650,54 Seats available,bihar_bus_details.csv
Patna (Bihar) to Raxaul,https://www.redbus.in/bus-tickets/patna-to-raxaul,Sree Balaji Travels,A/C Seater / Sleeper (2+2),22:30,08h 00m,06:30,1.0,INR 500,24 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),23:15,06h 15m,05:30,3.7,INR 377,21 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,Non AC Seater (2+2),21:00,07h 01m,04:01,2.3,INR 599,2 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05h 30m,05:00,1.5,INR 500,17 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Mahuli Travels,A/C Seater / Sleeper (2+1),23:59,06h 16m,06:15,2.3,578,33 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),20:00,06h 40m,02:40,3.0,INR 800,8 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sadhvi Rath,A/C Seater / Sleeper (2+1),23:28,06h 02m,05:30,3.2,INR 700,43 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),23:30,07h 05m,06:35,3.5,INR 650,13 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,05h 35m,03:10,2.3,800,8 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Sleeper (2+1),21:45,06h 05m,03:50,2.3,INR 900,2 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rekha Luxury,A/C Seater / Sleeper (2+1),23:35,06h 25m,06:00,2.7,700,11 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+1),23:40,05h 20m,05:00,1.4,INR 700,29 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rajdhani bus service,Non A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,2.3,675,32 Seats available,bihar_bus_details.csv
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),00:20,04h 15m,04:35,1.4,1100,62 Seats available,bihar_bus_details.csv
Katihar to Patna (Bihar),https://www.redbus.in/bus-tickets/katihar-to-patna,Bihar state road transport corporation (BSRTC) - 156563,AC Seater (2+2),18:00,10h 00m,04:00,3.3,INR 468,18 Seats available,bihar_bus_details.csv
Katihar to Patna (Bihar),https://www.redbus.in/bus-tickets/katihar-to-patna,SOBHA TRAVELS (A.T),A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,2.1,INR 550,30 Seats available,bihar_bus_details.csv
Katihar to Patna (Bihar),https://www.redbus.in/bus-tickets/katihar-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),23:50,08h 10m,08:00,1.0,1598,23 Seats available,bihar_bus_details.csv
Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),21:05,10h 00m,07:05,2.1,INR 999,25 Seats available,bihar_bus_details.csv
Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Panwar Travels,A/C Seater / Sleeper (2+1),21:00,10h 20m,07:20,3.2,INR 1250,20 Seats available,bihar_bus_details.csv
Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),23:30,09h 30m,09:00,1.3,INR 1899,34 Seats available,bihar_bus_details.csv
Lucknow to Motihari,https://www.redbus.in/bus-tickets/lucknow-to-motihari,New India Bus Service,A/C Seater / Sleeper (2+2),23:30,09h 30m,09:00,1.0,INR 2099,24 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,06h 35m,04:00,3.5,INR 450,32 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,07h 00m,04:25,3.7,INR 700,27 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Raj Bus Services,A/C Seater / Sleeper (2+1),16:55,09h 10m,02:05,3.4,450,2 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Raj Bus Services,A/C Seater / Sleeper (2+1),19:25,08h 40m,04:05,3.4,555,18 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),18:25,07h 50m,02:15,3.4,555,16 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Shatabdi Travels,A/C Seater / Sleeper (2+1),21:00,07h 45m,04:45,3.5,INR 600,27 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Maa Satyabhama Rath,A/C Seater / Sleeper (2+1),21:00,07h 45m,04:45,2.6,INR 700,21 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,VAISHALI TRAVELS,A/C Seater / Sleeper (2+1),21:30,06h 10m,03:40,2.0,INR 550,44 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Aarush Krrish,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,1.5,INR 600,46 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:20,06h 45m,03:05,2.8,INR 620,24 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+2),20:30,07h 40m,04:10,2.7,INR 600,26 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Shree Sai Krishna Luxury,A/C Seater / Sleeper (2+1),21:15,08h 55m,06:10,3.5,INR 700,31 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Mahuli Travels,A/C Seater / Sleeper (2+1),20:50,07h 10m,04:00,3.4,540,46 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),20:35,07h 30m,04:05,3.4,555,17 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Chandralok Bus Service,A/C Seater / Sleeper (2+2),21:10,07h 20m,04:30,1.0,INR 400,20 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Chandralok Bus Service,A/C Seater / Sleeper (2+2),21:00,07h 30m,04:30,1.0,INR 500,24 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+2),21:00,07h 40m,04:40,2.7,INR 600,48 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Chandralok Services,NON A/C Seater / Sleeper (2+2),21:00,08h 00m,05:00,1.6,INR 450,10 Seats available,bihar_bus_details.csv
Patna (Bihar) to Forbesganj,https://www.redbus.in/bus-tickets/patna-to-forbesganj,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,07h 30m,04:30,1.4,INR 450,24 Seats available,bihar_bus_details.csv
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Bihar state road transport corporation (BSRTC) - 152896,Non AC Seater (2+2),21:59,08h 01m,06:00,2.3,INR 400,8 Seats available,bihar_bus_details.csv
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Rukmanti (AT),A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,3.3,508,36 Seats available,bihar_bus_details.csv
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Tiwari Motors,A/C Seater / Sleeper (2+1),20:00,09h 05m,05:05,2.1,INR 499,48 Seats available,bihar_bus_details.csv
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Raj Rath,A/C Seater / Sleeper (2+2),21:00,09h 00m,06:00,2.4,INR 475,32 Seats available,bihar_bus_details.csv
Patna (Bihar) to Saharsa,https://www.redbus.in/bus-tickets/patna-to-saharsa,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,07h 30m,04:30,2.0,INR 700,20 Seats available,bihar_bus_details.csv
Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria,Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,07h 10m,04:35,3.1,INR 468,30 Seats available,bihar_bus_details.csv
Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria,AITIANA CRUISELINERS,A/C Seater / Sleeper (2+1),21:15,08h 15m,05:30,4.0,INR 600,1 Seat available,bihar_bus_details.csv
Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria,AITIANA CRUISELINERS,Bharat Benz A/C Seater /Sleeper (2+1),20:20,08h 10m,04:30,4.0,INR 500,6 Seats available,bihar_bus_details.csv
Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,08h 05m,05:30,3.8,INR 700,20 Seats available,bihar_bus_details.csv
Patna (Bihar) to Araria (Bihar),https://www.redbus.in/bus-tickets/patna-to-araria,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:20,08h 50m,05:10,3.2,INR 620,25 Seats available,bihar_bus_details.csv
